id,actual class,predicted class,predicted probability
913463333344260096_0,2.0,2,"[0.046925757080316544, 0.015583078376948833, 0.900540828704834, 0.016950175166130066, 0.02000017836689949]"
913491401320521728_0,2.0,2,"[0.06472530961036682, 0.03572944924235344, 0.5156981348991394, 0.24703150987625122, 0.13681556284427643]"
913584048496295937_0,2.0,3,"[0.00978286936879158, 0.01428618561476469, 0.009145352058112621, 0.9438019394874573, 0.022983651608228683]"
913595700377567234_0,2.0,2,"[0.034819308668375015, 0.014885648153722286, 0.6988581418991089, 0.1923997402191162, 0.05903719738125801]"
913622769006346241_0,2.0,2,"[0.04173368960618973, 0.019889341667294502, 0.7652185559272766, 0.12583774328231812, 0.047320663928985596]"
913735632710758401_0,2.0,2,"[0.03850521147251129, 0.013445308431982994, 0.828946053981781, 0.07752697914838791, 0.04157643020153046]"
913745586104528898_0,2.0,2,"[0.032042913138866425, 0.019087113440036774, 0.7111160755157471, 0.19178009033203125, 0.04597380757331848]"
913889396138610688_0,2.0,2,"[0.01576460339128971, 0.006647908594459295, 0.9460535645484924, 0.008958349004387856, 0.022575560957193375]"
913934108446924800_0,2.0,4,"[0.08363468199968338, 0.030165763571858406, 0.05622879043221474, 0.05752314254641533, 0.7724475860595703]"
914096124776058880_0,2.0,2,"[0.039680562913417816, 0.015274591743946075, 0.7584475874900818, 0.10271662473678589, 0.08388058096170425]"
914140629617307648_0,2.0,4,"[0.06785434484481812, 0.01582685299217701, 0.29449331760406494, 0.06128707155585289, 0.5605384111404419]"
914228071028412416_0,2.0,2,"[0.0074096121825277805, 0.005916887428611517, 0.9805536270141602, 0.0025333657395094633, 0.0035864796955138445]"
914261144579317762_0,2.0,2,"[0.10815232992172241, 0.07567889243364334, 0.5517949461936951, 0.1903313845396042, 0.0740424394607544]"
914349365476691968_0,2.0,2,"[0.06525116413831711, 0.015605338849127293, 0.8535370230674744, 0.016663547605276108, 0.04894297197461128]"
914488055058374657_0,2.0,2,"[0.01524386741220951, 0.005627972073853016, 0.9679787158966064, 0.004846971947699785, 0.0063024284318089485]"
914588144724529152_0,2.0,2,"[0.06822793185710907, 0.0469689778983593, 0.5056610703468323, 0.2686799168586731, 0.11046206951141357]"
914643383133573120_0,2.0,2,"[0.01348048821091652, 0.0026399202179163694, 0.969366729259491, 0.004230411257594824, 0.010282360017299652]"
914707334118682624_0,2.0,2,"[0.03891752287745476, 0.10581324994564056, 0.6435160636901855, 0.17365823686122894, 0.0380948968231678]"
914780744546947072_0,2.0,2,"[0.032603953033685684, 0.01821546070277691, 0.9089751243591309, 0.014549198560416698, 0.02565632201731205]"
915231662916669441_0,2.0,2,"[0.044566262513399124, 0.049474261701107025, 0.5734661817550659, 0.2869444191455841, 0.04554891958832741]"
915287727599378432_0,2.0,2,"[0.04018058627843857, 0.029707998037338257, 0.8281139731407166, 0.010679086670279503, 0.09131835401058197]"
915294405975830529_0,2.0,2,"[0.04418621212244034, 0.03219526633620262, 0.7014533877372742, 0.006393734831362963, 0.2157713621854782]"
915320187703955457_0,2.0,2,"[0.08307231217622757, 0.01439428236335516, 0.7820730209350586, 0.02363494224846363, 0.09682543575763702]"
915972623019819008_0,2.0,2,"[0.08266851305961609, 0.017286749556660652, 0.8697121143341064, 0.0070602246560156345, 0.023272424936294556]"
915987607032434688_0,2.0,2,"[0.09097741544246674, 0.08406678587198257, 0.39939185976982117, 0.2304261177778244, 0.19513779878616333]"
915987728776302592_0,2.0,2,"[0.10480880737304688, 0.030699480324983597, 0.6071916222572327, 0.024099471047520638, 0.23320062458515167]"
916027537951621120_0,2.0,2,"[0.07174605131149292, 0.02043021284043789, 0.774546205997467, 0.10046032816171646, 0.03281721472740173]"
916053366534311936_0,2.0,2,"[0.037836287170648575, 0.019902298226952553, 0.9172048568725586, 0.0045139058493077755, 0.020542610436677933]"
916060901169664005_0,2.0,2,"[0.16275086998939514, 0.12486331164836884, 0.4948243200778961, 0.04476547613739967, 0.17279604077339172]"
916069788102914048_0,2.0,2,"[0.06461570411920547, 0.02437630668282509, 0.7766693830490112, 0.055177222937345505, 0.07916141301393509]"
916078665049493505_0,2.0,2,"[0.060875579714775085, 0.04143829271197319, 0.6003219485282898, 0.24588347971439362, 0.051480717957019806]"
916096056747806720_0,2.0,2,"[0.052866317331790924, 0.016942981630563736, 0.8772873878479004, 0.018179787322878838, 0.03472354635596275]"
916104732044754944_0,2.0,2,"[0.08532357215881348, 0.023699799552559853, 0.744164764881134, 0.01774672418832779, 0.12906517088413239]"
916128443930234886_0,2.0,2,"[0.0852927640080452, 0.02855060063302517, 0.8046239018440247, 0.0139626981690526, 0.06757005304098129]"
916128591863209984_0,2.0,2,"[0.04935101419687271, 0.051502641290426254, 0.5706322193145752, 0.3055259585380554, 0.02298816666007042]"
916139171663765504_0,2.0,2,"[0.06038486212491989, 0.04056743532419205, 0.8381547331809998, 0.014971684664487839, 0.04592125490307808]"
916154437202096128_0,2.0,2,"[0.03120236285030842, 0.039449725300073624, 0.7008704543113708, 0.20084446668624878, 0.02763296850025654]"
916181485689782272_0,2.0,2,"[0.09489689022302628, 0.020082546398043633, 0.8417291045188904, 0.011935552582144737, 0.03135598450899124]"
916186040305668096_0,2.0,2,"[0.029010595753788948, 0.01877058856189251, 0.891890823841095, 0.02991366945207119, 0.030414314940571785]"
916226730343399425_0,2.0,2,"[0.05528604984283447, 0.018453212454915047, 0.5904721021652222, 0.2627299427986145, 0.07305865734815598]"
916231553373569026_0,2.0,3,"[0.028740109875798225, 0.16922372579574585, 0.2377735674381256, 0.46787020564079285, 0.09639245271682739]"
916320953357012992_0,2.0,2,"[0.040586795657873154, 0.022743571549654007, 0.8446930646896362, 0.05908729135990143, 0.032889194786548615]"
917822562259931137_0,2.0,2,"[0.0510970838367939, 0.09517296403646469, 0.521432638168335, 0.22255922853946686, 0.10973803699016571]"
917827226372132864_0,2.0,2,"[0.052815478295087814, 0.03212765231728554, 0.6320264935493469, 0.14327064156532288, 0.13975976407527924]"
917830113529618433_0,2.0,2,"[0.08676449209451675, 0.042296264320611954, 0.7551966309547424, 0.0613599568605423, 0.05438270419836044]"
917840814285443072_0,2.0,2,"[0.023945769295096397, 0.007568766362965107, 0.9532498121261597, 0.005714019760489464, 0.00952156726270914]"
917921334696599553_0,2.0,4,"[0.05890592560172081, 0.18142320215702057, 0.3083748519420624, 0.01661941222846508, 0.4346765875816345]"
917944232572153856_0,2.0,2,"[0.1103530079126358, 0.07605473697185516, 0.7014003396034241, 0.03597051277756691, 0.07622136920690536]"
917951521358274560_0,2.0,2,"[0.022632036358118057, 0.007737271953374147, 0.8763298392295837, 0.08589207381010056, 0.0074086724780499935]"
917961969122017282_0,2.0,2,"[0.014706759713590145, 0.007913092151284218, 0.968975841999054, 0.00596167566254735, 0.002442535711452365]"
917995569494331392_0,2.0,3,"[0.02710743620991707, 0.00997136253863573, 0.18887223303318024, 0.7492578625679016, 0.024791141971945763]"
918005485030092800_0,2.0,2,"[0.035557083785533905, 0.2174891084432602, 0.653883695602417, 0.05993751063942909, 0.033132631331682205]"
918084328734756864_0,2.0,2,"[0.017954161390662193, 0.014579524286091328, 0.9547718167304993, 0.004462408367544413, 0.00823210272938013]"
918097889162940422_0,2.0,2,"[0.03567834943532944, 0.020971940830349922, 0.8155072927474976, 0.05017683282494545, 0.0776655375957489]"
918363176588083200_0,2.0,2,"[0.03216707706451416, 0.03005353733897209, 0.4944087266921997, 0.4018193781375885, 0.04155128076672554]"
919574683934183424_0,2.0,2,"[0.06841391324996948, 0.28286445140838623, 0.449416846036911, 0.13214799761772156, 0.0671568438410759]"
919600201538658310_0,2.0,2,"[0.01883864216506481, 0.029244154691696167, 0.903439462184906, 0.01837625354528427, 0.030101453885436058]"
919611571583713280_0,2.0,2,"[0.06735234707593918, 0.03435169532895088, 0.7066522836685181, 0.07013317942619324, 0.12151047587394714]"
919638621241643010_0,2.0,2,"[0.0744047611951828, 0.12198200076818466, 0.6082250475883484, 0.05750193074345589, 0.13788622617721558]"
919700496583049216_0,2.0,2,"[0.04824705794453621, 0.033026017248630524, 0.8841999173164368, 0.01749209687113762, 0.01703490875661373]"
919726035297435649_0,2.0,2,"[0.07666920125484467, 0.0369546078145504, 0.7938377857208252, 0.014105350710451603, 0.07843295484781265]"
919753721113956353_0,2.0,2,"[0.07327903062105179, 0.028919173404574394, 0.5937299132347107, 0.0375855527818203, 0.2664863169193268]"
919782952032071680_0,2.0,2,"[0.03882750868797302, 0.007050192914903164, 0.9289354681968689, 0.011047800071537495, 0.014139012433588505]"
919884891654893568_0,2.0,2,"[0.08044183254241943, 0.04864262789487839, 0.5728087425231934, 0.01878276653587818, 0.2793240249156952]"
919895863589310465_0,2.0,2,"[0.06614068150520325, 0.008619899861514568, 0.8808062672615051, 0.014845620840787888, 0.029587464407086372]"
919949345914421249_0,2.0,2,"[0.033480819314718246, 0.01802058331668377, 0.9084495902061462, 0.013139086775481701, 0.02690994367003441]"
920216066416173056_0,2.0,4,"[0.09468717128038406, 0.11138653010129929, 0.2058297097682953, 0.006790791638195515, 0.5813058018684387]"
920282888364535808_0,2.0,2,"[0.043472591787576675, 0.054639123380184174, 0.8442448973655701, 0.0186948049813509, 0.03894864395260811]"
920320104839237632_0,2.0,2,"[0.021092625334858894, 0.006328752264380455, 0.9579983353614807, 0.004177487920969725, 0.010402752086520195]"
920515577877356544_0,2.0,2,"[0.020381201058626175, 0.011804899200797081, 0.9325646162033081, 0.007738760206848383, 0.02751053124666214]"
920635343606599680_0,2.0,2,"[0.01727740466594696, 0.005101742222905159, 0.9676249623298645, 0.005296373274177313, 0.0046994942240417]"
920830416541683718_0,2.0,2,"[0.010060961358249187, 0.02414528653025627, 0.9552212953567505, 0.004096598364412785, 0.006475899834185839]"
921032859850125313_0,2.0,2,"[0.033088184893131256, 0.052299533039331436, 0.7033147215843201, 0.010382304899394512, 0.20091524720191956]"
921231688277024768_0,2.0,2,"[0.019622230902314186, 0.10801047086715698, 0.8274364471435547, 0.027463115751743317, 0.017467692494392395]"
921308154352332800_0,2.0,2,"[0.061198942363262177, 0.02912593074142933, 0.7290294170379639, 0.00742032565176487, 0.17322543263435364]"
921313006868410368_0,2.0,2,"[0.03255369886755943, 0.01641758717596531, 0.9050256013870239, 0.028163224458694458, 0.017839910462498665]"
921340179503308800_0,2.0,2,"[0.024877123534679413, 0.0060396152548491955, 0.9213609099388123, 0.026975901797413826, 0.02074633538722992]"
921407695164461056_0,2.0,2,"[0.09188248217105865, 0.020864548161625862, 0.6686039566993713, 0.06004827469587326, 0.15860074758529663]"
921411155830149121_0,2.0,2,"[0.050806667655706406, 0.10742691159248352, 0.6215140223503113, 0.1271672397851944, 0.09308522194623947]"
921446525787672576_0,2.0,2,"[0.05812817066907883, 0.06708467751741409, 0.7775898575782776, 0.022262275218963623, 0.07493508607149124]"
921455634939293698_0,2.0,2,"[0.029621252790093422, 0.012186514213681221, 0.5940521955490112, 0.295708030462265, 0.0684320330619812]"
921481501795061760_0,2.0,2,"[0.04753556475043297, 0.011196746490895748, 0.5787587761878967, 0.08022452890872955, 0.2822844088077545]"
921538011514404865_0,2.0,4,"[0.055030956864356995, 0.21530091762542725, 0.043350402265787125, 0.059076350182294846, 0.6272413730621338]"
921542156304527360_0,2.0,2,"[0.042103737592697144, 0.010831230320036411, 0.6734021902084351, 0.015921575948596, 0.257741242647171]"
921555485572165633_0,2.0,2,"[0.15190377831459045, 0.12266713380813599, 0.5006930232048035, 0.13399995863437653, 0.09073608368635178]"
921568591606157312_0,2.0,2,"[0.07053050398826599, 0.0953623354434967, 0.5461373925209045, 0.23737186193466187, 0.05059785768389702]"
921602685983367168_0,2.0,2,"[0.04307723417878151, 0.12233032286167145, 0.785048246383667, 0.011542103253304958, 0.03800215199589729]"
921629922287689728_0,2.0,2,"[0.06346151232719421, 0.11275707185268402, 0.7018945813179016, 0.07451260834932327, 0.04737420380115509]"
921707911478480896_0,2.0,2,"[0.0631294995546341, 0.024304769933223724, 0.7158631086349487, 0.05578048527240753, 0.14092205464839935]"
921711175347322880_0,2.0,2,"[0.05305728316307068, 0.21665702760219574, 0.522019624710083, 0.06328066438436508, 0.14498543739318848]"
921751617447317504_0,2.0,2,"[0.08731917291879654, 0.03915315493941307, 0.7081271409988403, 0.020027335733175278, 0.14537324011325836]"
921766939940261888_0,2.0,2,"[0.04778442159295082, 0.1744581162929535, 0.6063942313194275, 0.04790334030985832, 0.12345985323190689]"
921772156639498240_0,2.0,2,"[0.02413761429488659, 0.010367436334490776, 0.9353800415992737, 0.01003957074135542, 0.020075321197509766]"
921823384660594689_0,2.0,1,"[0.03954245150089264, 0.7990227341651917, 0.09113362431526184, 0.012995368801057339, 0.05730581283569336]"
921830877461663744_0,2.0,2,"[0.10600457340478897, 0.10321316123008728, 0.669982373714447, 0.06293532252311707, 0.05786452069878578]"
921840763553697792_0,2.0,2,"[0.021085569635033607, 0.013142979703843594, 0.9485570788383484, 0.010275378823280334, 0.0069390335120260715]"
921852791592706048_0,2.0,2,"[0.011990572325885296, 0.0021489232312887907, 0.979453980922699, 0.0034568863920867443, 0.0029496958013623953]"
922071338193387521_0,2.0,2,"[0.04473138973116875, 0.04419087618589401, 0.7645351886749268, 0.09951674938201904, 0.047025810927152634]"
922097988104871936_0,2.0,2,"[0.02873602695763111, 0.045925166457891464, 0.7575706243515015, 0.1223367378115654, 0.04543151333928108]"
922103328665894912_0,2.0,2,"[0.029010595753788948, 0.01877058856189251, 0.891890823841095, 0.02991366945207119, 0.030414314940571785]"
922104786530553861_0,2.0,2,"[0.040769096463918686, 0.017795346677303314, 0.8888429403305054, 0.032070502638816833, 0.020522166043519974]"
922121878889730048_0,2.0,2,"[0.14962446689605713, 0.24259166419506073, 0.40809038281440735, 0.0133311552926898, 0.18636229634284973]"
922164120744493056_0,2.0,3,"[0.022210821509361267, 0.03904207795858383, 0.04525374248623848, 0.879128098487854, 0.014365228824317455]"
922201626189991938_0,2.0,2,"[0.03070029616355896, 0.011839831247925758, 0.9311950206756592, 0.008100572042167187, 0.018164213746786118]"
922203477819969537_0,2.0,2,"[0.011600363068282604, 0.0023936873767524958, 0.9655627012252808, 0.001471752650104463, 0.01897151581943035]"
922223346179330054_0,2.0,1,"[0.039911944419145584, 0.6309714317321777, 0.1832313984632492, 0.09743212163448334, 0.04845312237739563]"
922401757766082560_0,2.0,2,"[0.009285137057304382, 0.07460383325815201, 0.8980122208595276, 0.01448839996010065, 0.0036103830207139254]"
922508922090606593_0,2.0,2,"[0.047249872237443924, 0.04606921225786209, 0.8165110945701599, 0.047252461314201355, 0.04291734844446182]"
922520611397791746_0,2.0,2,"[0.01804344728589058, 0.009316956624388695, 0.9503282308578491, 0.013119843788444996, 0.00919157825410366]"
922590031729922048_0,2.0,2,"[0.13152749836444855, 0.022454626858234406, 0.48874589800834656, 0.029941242188215256, 0.3273307681083679]"
922601333399719936_0,2.0,2,"[0.025143524631857872, 0.05865005776286125, 0.7863755822181702, 0.024846982210874557, 0.10498388856649399]"
922658961937108992_0,2.0,4,"[0.04960080608725548, 0.029057251289486885, 0.3816090524196625, 0.010139419697225094, 0.5295934677124023]"
922718887778566144_0,2.0,2,"[0.013742915354669094, 0.008505964651703835, 0.9681105017662048, 0.004007973242551088, 0.005632642190903425]"
922874068965249025_0,2.0,2,"[0.06265782564878464, 0.053518857806921005, 0.7935013175010681, 0.0266937967389822, 0.06362824887037277]"
922925956725014528_0,2.0,3,"[0.08126742392778397, 0.06786413490772247, 0.26406556367874146, 0.4388543665409088, 0.1479485034942627]"
922952858235944961_0,2.0,4,"[0.06003647670149803, 0.040081802755594254, 0.3167067766189575, 0.011975441128015518, 0.5711994767189026]"
922982238207299585_2,2.0,1,"[0.10714747756719589, 0.38230395317077637, 0.34340524673461914, 0.04283752292394638, 0.1243058368563652]"
923043964063711237_0,2.0,2,"[0.030898133292794228, 0.04062414914369583, 0.8275285959243774, 0.08337527513504028, 0.017573807388544083]"
923060401096548357_0,2.0,2,"[0.019742492586374283, 0.024748357012867928, 0.9125555157661438, 0.007142191752791405, 0.0358114130795002]"
923066445872889856_0,2.0,2,"[0.02638029120862484, 0.006930029019713402, 0.9507922530174255, 0.00851148646324873, 0.007385924458503723]"
923088359089688577_0,2.0,2,"[0.04293670877814293, 0.02770097367465496, 0.6847943067550659, 0.19706794619560242, 0.047500092536211014]"
923174685034139650_0,2.0,2,"[0.060977984219789505, 0.06720693409442902, 0.4698701500892639, 0.01016063243150711, 0.3917842507362366]"
923184826462507008_0,2.0,2,"[0.06057564914226532, 0.017129087820649147, 0.8021100163459778, 0.014600593596696854, 0.10558456927537918]"
923215607184707584_0,2.0,2,"[0.05362922325730324, 0.036230482161045074, 0.4257831275463104, 0.4081210494041443, 0.07623614370822906]"
923225894243708928_0,2.0,2,"[0.023169683292508125, 0.1087377592921257, 0.8240239024162292, 0.02590087614953518, 0.018167734146118164]"
923252830823178240_0,2.0,2,"[0.036811463534832, 0.10749153792858124, 0.7902554273605347, 0.046550650149583817, 0.018890872597694397]"
923254754888777733_0,2.0,4,"[0.07319746166467667, 0.091056227684021, 0.3583790957927704, 0.10768568515777588, 0.36968153715133667]"
923274296293720066_0,2.0,2,"[0.12680085003376007, 0.2702414095401764, 0.35857027769088745, 0.08786509186029434, 0.15652233362197876]"
923281592054943746_0,2.0,3,"[0.06783870607614517, 0.04130541905760765, 0.17996646463871002, 0.6420134902000427, 0.06887595355510712]"
923296955077312513_0,2.0,2,"[0.03289635479450226, 0.015337449498474598, 0.9253591895103455, 0.005942141637206078, 0.020464817062020302]"
923322647085244417_0,2.0,2,"[0.11279085278511047, 0.0843825563788414, 0.4595237970352173, 0.1685023456811905, 0.17480039596557617]"
923334977760190464_0,2.0,2,"[0.014488909393548965, 0.007878686301410198, 0.9338716864585876, 0.006638799794018269, 0.037121906876564026]"
923421787794395137_0,2.0,1,"[0.08645029366016388, 0.43229252099990845, 0.3639685809612274, 0.072591133415699, 0.044697463512420654]"
923480767640064000_0,2.0,2,"[0.041469983756542206, 0.03441599756479263, 0.8903683423995972, 0.013784697279334068, 0.01996099017560482]"
923514092651982849_0,2.0,2,"[0.08192813396453857, 0.2339431494474411, 0.5090208053588867, 0.10843510925769806, 0.06667285412549973]"
923656875970789377_0,2.0,2,"[0.0989023894071579, 0.026532428339123726, 0.7324225306510925, 0.019699878990650177, 0.12244274467229843]"
923671619771432961_0,2.0,2,"[0.0443599559366703, 0.019314788281917572, 0.7273939847946167, 0.14744113385677338, 0.061490144580602646]"
923699979826315264_0,2.0,4,"[0.0959283858537674, 0.15694722533226013, 0.25611698627471924, 0.10575370490550995, 0.3852536976337433]"
923739726506614784_0,2.0,3,"[0.03731314837932587, 0.01391872949898243, 0.38105082511901855, 0.4243999421596527, 0.14331741631031036]"
923858225597906945_0,2.0,2,"[0.02679288014769554, 0.011719971895217896, 0.7066537737846375, 0.23537832498550415, 0.019455036148428917]"
927107008959934465_0,2.0,2,"[0.08911026269197464, 0.007404298521578312, 0.6571216583251953, 0.037771016359329224, 0.2085927426815033]"
927144745826054145_0,2.0,2,"[0.047989699989557266, 0.04916674271225929, 0.6290855407714844, 0.20432911813259125, 0.06942883878946304]"
927188353489035265_0,2.0,2,"[0.0134656997397542, 0.010278173722326756, 0.9433956146240234, 0.01875033788383007, 0.01411012839525938]"
927429066390671360_0,2.0,2,"[0.03511561080813408, 0.012187277898192406, 0.9322041869163513, 0.004576772451400757, 0.01591614820063114]"
927613500192641026_0,2.0,2,"[0.04881122708320618, 0.053807199001312256, 0.752741277217865, 0.10723377019166946, 0.037406545132398605]"
927901096248561664_0,2.0,4,"[0.037153638899326324, 0.1398095041513443, 0.04881943389773369, 0.012275714427232742, 0.7619417905807495]"
927906138280087552_0,2.0,2,"[0.08089745789766312, 0.09351499378681183, 0.4968225955963135, 0.1298971027135849, 0.19886790215969086]"
927935070601728002_0,2.0,2,"[0.05087708309292793, 0.032392121851444244, 0.7534593343734741, 0.10178299993276596, 0.061488449573516846]"
927954029614952449_0,2.0,2,"[0.04850184544920921, 0.01992124132812023, 0.74407559633255, 0.0033868434838950634, 0.184114471077919]"
927969834465406981_0,2.0,2,"[0.05823852866888046, 0.16011986136436462, 0.6436949372291565, 0.08358101546764374, 0.05436570569872856]"
927974014617903106_0,2.0,2,"[0.015422672964632511, 0.006134997121989727, 0.9409682750701904, 0.012019836343824863, 0.025454210117459297]"
927986923355832320_0,2.0,2,"[0.03805352374911308, 0.15375816822052002, 0.6364418268203735, 0.00848618894815445, 0.1632602959871292]"
928026345673838593_0,2.0,2,"[0.030766967684030533, 0.020889654755592346, 0.6459293961524963, 0.26392167806625366, 0.03849227353930473]"
928112380890042370_0,2.0,2,"[0.08899867534637451, 0.3319616913795471, 0.39836350083351135, 0.020861057564616203, 0.15981508791446686]"
928277533526806529_0,2.0,2,"[0.07471834868192673, 0.31109416484832764, 0.38960281014442444, 0.09782419353723526, 0.12676052749156952]"
928279847939526657_0,2.0,2,"[0.08223628252744675, 0.05448572710156441, 0.6644914150238037, 0.021819522604346275, 0.176967054605484]"
928306180723798016_0,2.0,2,"[0.07969485968351364, 0.01586509682238102, 0.8273200988769531, 0.01676328107714653, 0.06035667285323143]"
928317467230855168_0,2.0,2,"[0.05597006902098656, 0.029450124129652977, 0.5869432091712952, 0.03589506447315216, 0.2917415201663971]"
928547501359198208_0,2.0,4,"[0.07293935120105743, 0.24887698888778687, 0.15725333988666534, 0.04432688653469086, 0.4766034781932831]"
928784920318681088_0,2.0,2,"[0.014570746570825577, 0.005366745870560408, 0.971646249294281, 0.00329866842366755, 0.005117589142173529]"
928812635491061760_0,2.0,1,"[0.030049793422222137, 0.6847386360168457, 0.23087580502033234, 0.006861473433673382, 0.04747423157095909]"
928848716668084230_0,2.0,2,"[0.050055623054504395, 0.007732482627034187, 0.8881142735481262, 0.009329787455499172, 0.04476786404848099]"
929000938580439041_0,2.0,2,"[0.0705159455537796, 0.05384891480207443, 0.7059400677680969, 0.05477730557322502, 0.11491774022579193]"
929077513636204544_0,2.0,2,"[0.04771854728460312, 0.018858343362808228, 0.4574393033981323, 0.3610147535800934, 0.11496904492378235]"
929095727279689728_0,2.0,2,"[0.03931635245680809, 0.017113322392106056, 0.7240316867828369, 0.20736023783683777, 0.01217847503721714]"
929169600096407553_0,2.0,2,"[0.04508620500564575, 0.026767464354634285, 0.4460325241088867, 0.4163719415664673, 0.06574182957410812]"
929332016595681280_0,2.0,2,"[0.06140931695699692, 0.3205907940864563, 0.47379738092422485, 0.06056036427617073, 0.08364216983318329]"
929339215351111680_0,2.0,2,"[0.04075796157121658, 0.39069172739982605, 0.521558403968811, 0.029756950214505196, 0.017234956845641136]"
929421971753963520_0,2.0,2,"[0.03242702782154083, 0.010977866128087044, 0.8784739375114441, 0.04665379226207733, 0.03146732598543167]"
929442058292654082_0,2.0,4,"[0.0307534821331501, 0.01178485807031393, 0.029001865535974503, 0.00768687017261982, 0.9207729697227478]"
929466308810493952_0,2.0,2,"[0.05722986161708832, 0.03751334175467491, 0.8509271740913391, 0.011574484407901764, 0.042755141854286194]"
929587793235468289_0,2.0,4,"[0.05514780804514885, 0.16192302107810974, 0.040964365005493164, 0.08975987136363983, 0.6522049307823181]"
930000401776238592_0,2.0,4,"[0.037137385457754135, 0.00984298624098301, 0.1430380791425705, 0.010075733996927738, 0.7999057173728943]"
930069080173723648_0,2.0,2,"[0.07237356156110764, 0.06078742817044258, 0.7819474339485168, 0.03590232506394386, 0.04898926615715027]"
930135734056640512_0,2.0,2,"[0.04648880660533905, 0.06562855839729309, 0.6644213795661926, 0.20385795831680298, 0.019603369757533073]"
930143820443873280_0,2.0,2,"[0.04231701046228409, 0.028485894203186035, 0.7718250155448914, 0.1199343129992485, 0.037437804043293]"
930153444156911616_0,2.0,3,"[0.032501399517059326, 0.011425215750932693, 0.19534832239151, 0.7350459694862366, 0.025679023936390877]"
930173464824176641_0,2.0,3,"[0.06362845748662949, 0.04937290772795677, 0.23824408650398254, 0.6011795997619629, 0.04757490009069443]"
930180427016491008_0,2.0,2,"[0.028435369953513145, 0.016606274992227554, 0.9283798336982727, 0.017610350623726845, 0.008968206122517586]"
930216200373710848_0,2.0,2,"[0.03298619017004967, 0.016432693228125572, 0.7922192215919495, 0.12596899271011353, 0.032392896711826324]"
930474098186178563_0,2.0,2,"[0.11728251725435257, 0.051831021904945374, 0.6583583354949951, 0.01892966777086258, 0.15359850227832794]"
930878705265717249_0,2.0,2,"[0.010683289729058743, 0.006465323269367218, 0.9742881059646606, 0.004113456234335899, 0.004449781030416489]"
931302097575956480_0,2.0,2,"[0.045447248965501785, 0.011605697683990002, 0.7892799973487854, 0.13223522901535034, 0.02143183723092079]"
931583111728697344_0,2.0,2,"[0.09768970310688019, 0.1083109974861145, 0.5837849378585815, 0.10718319565057755, 0.10303112119436264]"
878137481417310209_0,3.0,2,"[0.04522215202450752, 0.013513277284801006, 0.7364148497581482, 0.09196034073829651, 0.11288943886756897]"
901663904266321920_0,3.0,3,"[0.02332676388323307, 0.023371877148747444, 0.04663961008191109, 0.8885506987571716, 0.018111061304807663]"
901684002544910336_0,3.0,3,"[0.062275443226099014, 0.07623643428087234, 0.27219435572624207, 0.5121204853057861, 0.07717324048280716]"
901692870498897920_0,3.0,2,"[0.07454127073287964, 0.04138477146625519, 0.5562689900398254, 0.291208952665329, 0.03659595176577568]"
901705638794821632_0,3.0,3,"[0.015986282378435135, 0.03366820141673088, 0.01480050478130579, 0.9335172176361084, 0.002027821959927678]"
901717268199067648_0,3.0,3,"[0.01705688051879406, 0.013580999337136745, 0.002810573671013117, 0.9592442512512207, 0.007307381369173527]"
901726453603192832_0,3.0,3,"[0.03976113721728325, 0.18553079664707184, 0.31851276755332947, 0.4127242863178253, 0.04347095265984535]"
901737872805462017_0,3.0,3,"[0.0608813501894474, 0.04961899667978287, 0.3657320737838745, 0.4387909471988678, 0.08497659116983414]"
901767940994985984_0,3.0,2,"[0.09215077012777328, 0.041501086205244064, 0.5175014138221741, 0.2686322033405304, 0.08021458238363266]"
901768346491908097_0,3.0,3,"[0.043358106166124344, 0.03383902832865715, 0.07206249982118607, 0.8210280537605286, 0.029712265357375145]"
901822202022125571_0,3.0,3,"[0.017845993861556053, 0.05147641897201538, 0.038863446563482285, 0.8821578025817871, 0.009656289592385292]"
904266726958759936_0,3.0,3,"[0.08290496468544006, 0.14002631604671478, 0.16890133917331696, 0.5121935606002808, 0.09597382694482803]"
904499065672622080_1,3.0,3,"[0.0091020492836833, 0.0028749071061611176, 0.01853008382022381, 0.9574145674705505, 0.012078379280865192]"
904545370549694464_0,3.0,3,"[0.04306788370013237, 0.014420080929994583, 0.0579947866499424, 0.8272524476051331, 0.057264868170022964]"
904634499467640832_0,3.0,2,"[0.08070362359285355, 0.07293235510587692, 0.5768145322799683, 0.14287330210208893, 0.12667621672153473]"
904727888095739904_0,3.0,3,"[0.00886000506579876, 0.0033382063265889883, 0.0009794350480660796, 0.9840499758720398, 0.002772293519228697]"
904751001390940160_0,3.0,3,"[0.10821209847927094, 0.03855995088815689, 0.05951019749045372, 0.6692970395088196, 0.12442073971033096]"
904779527410372608_0,3.0,2,"[0.10725974291563034, 0.08620461076498032, 0.6968940496444702, 0.04350755363702774, 0.06613396853208542]"
905001603345862656_0,3.0,3,"[0.025004133582115173, 0.011522246524691582, 0.0025629776064306498, 0.94380122423172, 0.017109422013163567]"
905161596519018497_0,3.0,3,"[0.03304419666528702, 0.028407735750079155, 0.020169027149677277, 0.9041823744773865, 0.01419658213853836]"
905392976574205952_0,3.0,3,"[0.015463302843272686, 0.0061437892727553844, 0.0017842398956418037, 0.972623348236084, 0.00398532347753644]"
